precio,plato_valoracion_media,restaurante_latitud,precio_promedio,precio_diferencia,y_n
-0.4280404954671818,-0.9980118437270864,0.35584650849068983,-0.1680205881708263,-2.092493496319821,0
0.04137849111472371,0.8220995170970343,0.9532310477660633,-0.0480892788865245,1.2235938113050344,1
-0.6567928950197854,0.8286152862224138,-0.5246203885800933,-0.8272559140432462,0.12928499978883173,0
-0.7270866011323043,-1.724052381108259,-0.35610686563361266,-0.8148759079235763,-0.7594263986546296,0
-0.5829249326642572,1.18701005354775,-1.078342420819062,-0.634592068805884,-0.6997368271173823,0
0.38569850919129905,0.26933029316975127,1.3583987523086691,0.5229385033832479,0.16244587286508078,1
0.6418535399403084,-1.724052381108259,-0.35610686563361266,0.8873749335310294,-0.1094732863601587,1
-0.47212298913096473,-1.0770605795978943,-1.121835254900689,-0.6376870703358014,0.5603763497800632,0
1.4698895695708267,0.5842747518270678,0.09630344529161336,1.8468254078054427,0.8853529059272981,1
-0.2624332895410782,0.6446873863189253,-0.21846505402540675,-0.4427019739510013,1.223593811305034,0
0.5167545714349783,0.5842747518270678,0.09630344529161336,0.6467385645799463,0.5603763497800632,1
-0.4292319142148516,0.22146128166067078,-0.26020771157808814,-0.1796268439080167,-2.092493496319821,0
-0.9713274444046154,-1.5274467623039714,-1.5977905161876755,-1.131339814357637,-0.7660585732698791,0
-1.0082614255823796,-2.2322804341523916,-0.14675871823089406,-1.125149811297802,-1.2303107963373592,0
-0.8521855696376344,0.25708232745202403,0.3854091929828432,-1.0926522952336688,0.22876761901757764,0
-0.9248621132454927,0.48062022280485456,0.12395793205290372,-1.0895572937037514,-0.6068863825038859,0
0.1235863847039406,0.8286152862224138,-0.5246203885800933,0.1863570870047235,0.12928499978883173,1
-0.9129479257687947,0.48062022280485456,0.12395793205290372,-1.074082286054164,-0.6068863825038859,0
-0.8521855696376344,-1.5274467623039714,-1.5977905161876755,-0.9959334974237479,-0.6002542078886364,0
-0.20286235215758758,0.2705355408185368,1.3723798037845762,-0.1301068194293375,-0.7925872717308786,0
0.7800581146700064,-1.724052381108259,-0.35610686563361266,1.0653375215012832,-0.09620893712965957,1
0.7788666959223368,-1.724052381108259,-0.35610686563361266,1.0653375215012832,-0.10947328636015635,1
0.04733558485307285,-0.8770056260347038,0.534964591112596,-0.0836817964805754,1.5949955897590187,1
0.5775169275661386,1.06162390773764,0.02124013008622768,0.5283547560606031,2.152098257439994,1
0.7562297397166102,0.48488705797968473,-0.7021152666009564,0.9577862183366515,0.5603763497800632,1
-0.6794298512255118,0.26899747679488645,-0.04132394411544651,-0.8527896766650651,0.09612412671258329,0
1.4651238945801477,0.5526668898957475,0.5359618384636212,1.9404492040854466,0.029802380560085814,1
0.44050377158411025,1.06162390773764,0.02124013008622768,0.7140548478556512,-0.865541192498625,1
-0.48046292036465343,-1.724052381108259,-0.35610686563361266,-0.5719182878250553,-0.09620893712965839,0
-0.584116351411927,0.26899747679488645,-0.04132394411544651,-0.7289896154683667,0.09612412671258329,0
-0.34344976438262526,0.22146128166067078,-0.26020771157808814,-0.161056834728512,-2.092493496319821,0
-0.17903397720419123,-1.724052381108259,-0.35610686563361266,-0.18040059429049618,-0.09620893712965839,1
0.2796622406486859,1.036693376278715,2.755101270137136,0.2614108741052219,1.2235938113050344,1
0.21889988451752554,-1.217546248900675,-0.9751586412375365,0.3836634345369616,-0.5007715886598905,1
0.9051570831753366,0.0592052208466931,-1.9843224745274306,1.2402051079416199,-0.2023237309736527,1
-0.9117565070211249,0.4594443770507037,2.755101270137136,-1.135208566270034,-0.06968023866865952,0
-0.41255205174747417,-0.9980118437270864,0.35584650849068983,-0.13939182401908967,-2.092493496319821,0
1.0242989579423176,1.06162390773764,0.02124013008622768,1.1899113330804612,1.5552025420675202,1
0.8158006771001007,0.569842476697609,-1.285547033226353,1.035161256584588,0.5603763497800632,1
-0.7985717259924928,0.6937551830229195,-0.47518334531541156,-0.9069522034386208,-0.7660585732698791,0
-1.1750600502561532,-1.0770605795978943,-1.121835254900689,-1.4810749872383104,-0.03651936559241078,0
0.20222002205014813,-0.8770056260347038,0.534964591112596,0.09428079148967886,1.7939608282165094,1
-0.9725188631522852,-1.1103131360419294,-1.121835254900689,-1.2257373610201197,0.029802380560086404,0
0.43335525909809136,-0.8770056260347038,0.534964591112596,0.36045092306258086,2.0857765112874964,1
-0.07895480239992715,0.26933029316975127,1.3583987523086691,-0.07284929112586423,0.09612412671258388,1
0.2796622406486859,0.48488705797968473,-0.7021152666009564,0.3387859123531585,0.5603763497800632,1
-1.1202547878633418,0.5952431516763734,-0.7263615318425323,-1.4214962077873994,0.06296325363633486,0
0.863457427006893,0.5842747518270678,0.09630344529161336,1.1009300390953336,0.5272154767038143,1
-1.032089800535776,0.2705355408185368,1.3723798037845762,-1.2102623533705323,-0.7660585732698794,0
-0.20286235215758758,0.2705355408185368,1.3723798037845762,-0.1301068194293375,-0.7925872717308786,0
0.5167545714349783,-0.40323182273374764,1.9348835101687762,0.6467385645799463,0.5603763497800632,1
-0.32915273941058754,-0.9980118437270864,0.35584650849068983,0.020000754771659638,-2.092493496319821,0
-1.0023043318440306,-1.724052381108259,-0.35610686563361266,-1.2481761221120213,-0.10947328636015753,0
0.5536885526127425,-0.5473413130502268,0.2714738038316176,0.7643486227168099,-0.03651936559240989,1
0.511988896444299,0.5423980506790401,-2.089689379460967,0.6405485615201112,0.5603763497800632,1
0.040187072367053926,0.5842747518270678,0.09630344529161336,0.02773825859645341,0.5603763497800632,1
0.8694145207452422,1.0656580945727618,0.02124013008622768,0.9926049855482231,1.522041668991271,1
-0.34464118313029507,-1.724052381108259,-0.35610686563361266,-0.48293699383992833,0.653226794393559,0
